,name,text
15,2017-11-30 02.47.10 1658910619711199105_britishmuseum.jpg,شهر زیبای لندن، جای همه دوستان خالی بود.#london #towerbridge#emiratestadium #arsenal #football #premierleague#shard #britishmuseum#emiratesstadium
16,2017-12-10 06.36.22 1666274177185649276_britishmuseum.jpg,#interiordesign #antique #interiores #homedecor #antiquefurniture #homesweethome #ajman #museumquality #luxury #luxurylife #luxerystyle #interiorismo #doha #qatar#plates #architecture #louisvuitton #hermes #islamicart #ajman #beyrut #pottery #iznikpottery #ottomanarts #qatar #doha #louvre #britishmuseum #bestceramics #museumquartier #bestizniktileshop #bestartwork  #bestplace @albassamiah @aljassimyafarm
17,2017-12-10 10.30.34 1666392049735440440_britishmuseum.jpg,« British Museum »▫️London▫️Greater London▫️England // United Kingdom 🇬🇧——————————#britishmuseum #thebritishmuseum #britishmuseumlondon #thegreatcourt #museum #londres #london #greaterlondon #england #unitedkingdom——————————
18,2017-12-17 06.10.32 1671334605096297584_britishmuseum.jpg,When everyone is drunk and try to fit together in the pic... that’s the result ✨ #meetyourcrew 🙈 #christmasparty2017⭐️ #artvibes  #london  #britishmuseum
19,2017-12-22 07.34.45 1675000370572406741_britishmuseum.jpg,"Romantic weekend in LondonA spin on the LondonA visit at the Natural History Museum See a mummy at the British Museum Meet Albert Einstein at Madame TussaudsTake a selfie in front of BigBen Meet some Squirrel in Hyde ParkBut also visiting Tower Bridge, Piccadilly Circus, Harrods, Hamleys, Buckingham Palace, Winter Wonderland, Baker Street, and last night at the Radisson Blu Lyon. #followme #romanticweekend #london #wolverinecosplayer #plane #naturalhistorymuseum #britishmuseum #madamtussauds #bigben #squirrel #hydepark #towerbridge #piccadillycircus #Harrods #cosplayersofinstagram #Hamleys #buckinghampalace #starwars #winterwomderland #Radissonbluelyon #cosplayers #couplegoals #dreamyworldtravel #travel #influencer #digitalinfluencer #travelinfluencer #fitnessinfluencer"
20,2018-01-16 07.00.33 1693103054213954462_britishmuseum.jpg,#london#londonmuseum#britishmuseum#brithismuseumlondon#londres🇬🇧 #londresconniños#familytravel#londontravel #londresinglaterra #unitedkindom #reinounido🇬🇧
21,2018-02-22 07.14.55 1719926980118121652_britishmuseum.jpg,#interiordesign #antique #louisvuitton ##izniktiles #interiordesign #antique #interiores #homedecor #antiquefurniture #bestiznikceramic #bestceramşc #homesweethome #homedecoration #luxury #luxurylife #luxerystyle #interiorismo #design #brands #qatarairways #plates #designboom #architecture #louisvuitton #hermes #islamicart #izniktiles #masbah #pottery #iznikpottery #britishmuseum #bestceramicshop
22,2018-02-23 07.08.22 1720648459831078292_britishmuseum.jpg,#interiordesign #antique #louisvuitton ##izniktiles #interiordesign #antique #interiores #homedecor #antiquefurniture #bestiznikceramic #bestceramşc #homesweethome #homedecoration #luxury #luxurylife #luxerystyle #interiorismo #design #brands #qatarairways #plates #designboom #architecture #louisvuitton #hermes #islamicart #izniktiles #masbah #pottery #iznikpottery #britishmuseum #bestceramicshop #harrods
23,2018-03-03 17.49.08 1726769175421971723_britishmuseum.jpg,來英國一定要去大英博物館，而且還是免費的#英國 #大英博物館🇬🇧 #britishmuseum #lodon #travelphotography #travel #likeforlikes #instalike #freemuseum
24,2018-03-11 06.34.14 1732227698096100884_britishmuseum.jpg,Entrar en el museo britanico y lo primero que te encuentras es la Piedra Rosetta 😍 #britishmuseum #piedrarosetta #viajesconhistoria #london🇬🇧 #lahistoriadoraimperfecta
25,2018-10-21 19.24.03 1894964920623429209_britishmuseum.jpg,#photography #fotos #photographer #bw #blackandwhite #bnwphotography #fotografia #museo #london #bwn #arteycultura #museum #musei #blackandwhiteonly #blackandwhitephotography #bwphotography #britishmuseum #architecture #arquitectura #archaicmag #lightzine #lighthouse #bnw_rose #bnwlas
26,2018-10-28 02.46.35 1899536309590853267_britishmuseum.jpg,👣 #travelphotography #britishmuseum #travelgram #traveladdict
27,2018-11-02 22.38.15 1903759971613311002_britishmuseum.jpg,"The inaugural Dark Lines of London tour is happening this Sunday 4th Nov, 2pm.Meeting at Limehouse DLR, we'll walk along the energy line, taking in all it's  key features that appear  in the graphic novel.Further information here: https://www.facebook.com/events/307010756696208/?ti=asDo you dare? Remember, its just fiction. .......2 #blackheath #isleofdogs #secretsociety #sacredgeometry #canarywharf #secretlondon  #comics #sciencefiction #scifi #timetraveler #fantasy #wicca #forbiddenknowledge #urbanwalk  #conspiracytheory #wormhole #occultism #london #shakespeare #travel #life #photo #britishmuseum #night #secretlondon #london #nyc #paranormal #amazing #darklinesoflondon"
28,2018-11-05 22.57.15 1905942718106874665_britishmuseum.jpg,#bassaisculptures #templeofapollo #bassai #frieze #thebassaifrieze #britishmuseum #greektreasures
29,2018-11-17 04.32.06 1914084932692380500_britishmuseum.jpg,Wieder mal ein neues Bild von mir. ..........#michaelwernergallery  #galeriemaxhetzler  kounellis  #galleryweekend  #kunsthallebasel artcologne  arttyco #mnuch ingallery  museumbarberini  museumludwig  #marlborough  loveleopold  #rothko  #momanyc  gerhardrichter  sigmarpolke  helenfrankenthaler  kunstforuminternational international  galleriesnow newgallery  massmoca  #britishmuseum  thebluelemonade  #Whitecube  #themuseumofmodernart brooklynmuseum  #biennialearte  christiesart  #sothebysimpmod .artcontemporain  interiorlovers  #artbaselmiami #momaps1  centrepompidou  palaisdetokyo  #artemoderna  #artecontemporanea  artcritic  #abstractlover  artsanity  #artecontemporaneo
30,2019-02-10 04.52.04 1975700913826098733_britishmuseum.jpg,Loneliness in a museum #London #visitlondon #britishmuseum #explorelondon #cariátides
31,2019-03-17 00.42.59 2000942694768410616_britishmuseum.jpg,Hermosa colección!!
32,2019-03-17 23.07.39 2001619495856430432_britishmuseum.jpg,British museum fantastic 😊#museum #architecture #britishmuseum #britishmuseumlondon
33,2019-03-22 18.25.12 2005101214039065701_britishmuseum.jpg,#interiordesign #antique #interiores #homedecor #antiquefurniture #homesweethome #museumquality #luxury #luxurylife #luxerystyle #interiorismo #doha #qatar#plates #architecture #louisvuitton #hermes #islamicart #amber #masbah #pottery #iznikpottery #ottomanarts #qatar #doha #louvre #britishmuseum #museumquality#museumquartier #bestplaceinlondon #painter @albassamiah
34,2019-03-22 20.02.01 2005149936869663186_britishmuseum.jpg,🧩
35,2019-04-11 22.20.38 2019715222533434512_britishmuseum.jpg,"After watching lots of photographs and video's, i've decided to make a portrait of the queen of the fashion world: Naomi Campbell. I made a few sketches of some self improvised poses and colors, and decided she would look fabulous on a canvas of 115x150cm. I hope you will like my latest work, enjoy!----#naomicampbell #portrait #fashionforrelief #burberry #prada #versace #chanel #marcjacobs #louisvuitton #christiandior #vogue #elle #marieclaire #glamour #allure #instyle #redbook #fashionweek #karllagerfeld #art #portrait #britishmuseum #beauty #fashion #painting #catwalk #artgallery #oilpaint #artlovers"
36,2019-04-16 02.20.09 2022734879544619420_britishmuseum.jpg,"Grecophile, London 2019.......#BritishMuseum streetphotography #streetphotographer #streetfeat #wearethestreet #ig_streetphotography #streetphotographerscommunity #streetphoto_color #theprettycities #london_only #londontown #londoncityworld #shutup_london #london_enthusiast #londonforyou #timeoutlondon #unlimitedlondon #chilloutlondon #londonbylondoners #gramminginlondon #london_city_photo #londonist #londondisclosure #londonguru #londondecanted #mylondonphoto #londonstreets #londoncityworld #mylondon #ig_london #toplondonphoto"
37,2019-05-02 17.35.40 2034792085491941368_britishmuseum.jpg,"500 years ago today Leonardo da Vinci died, 2nd May 1519, and still regarded as one of the greatest polymaths in history.This painting, Salvator Mundi, was recently identified as one of Leonardo's, and depicts Jesus holding a crystal ball. This is one of the first ever known paintings showing a crystal ball, which became more popular in medieval times......2 #blackheath #isleofdogs #secretsociety #sacredgeometry #canarywharf #secretlondon  #comics #sciencefiction #scifi #timetraveler #fantasy #wicca #forbiddenknowledge #urbanwalk  #conspiracytheory #wormhole #occultism #london #shakespeare #travel #life #photo #britishmuseum #night #secretlondon #london #nyc #paranormal #amazing #darklinesoflondon"
38,2019-05-07 04.37.08 2038024104023431826_britishmuseum.jpg,⚡️💥⚡️#rebelrebel #hottramp I love you sooooo #ukiyoe #bowie #britishmuseum
39,2019-05-13 05.20.12 2042394447341490345_britishmuseum.jpg,"Edvard Munch’s ‘sick child’ of 1885, a highlight from the powerful exhibition of his work until July 21st at the British Museum. The title was actually given to 6 of his works executed over a long period (1825-1926). Munch became obsessed with the tragic death of his sister Johanne (pictured left) from Tuberculosis. It is probably her aunt Karen on the right. Strong echoes of Picasso’s Blue Period of the same time and for the visitor to the Tate Britain the pre- raphaelite ‘Too late’ by William Lindsay Lindus’ of 1885. This also deals with premature death from T.B. With the surge of Romanticism and the high mortality rate among middle-aged adults it became known as the ‘romantic disease.’ #bluebadgetouristguide #expressionism #norway #art #painting #edvardmunch #britishmuseum #artexhibitions"
40,2019-05-22 02.17.14 2048825329423103768_britishmuseum.jpg,"The enduring image of The Ship Of Fools through the ages, and it never becomes redundant. ...2 #blackheath #isleofdogs #secretsociety #sacredgeometry #canarywharf #secretlondon  #comics #sciencefiction #scifi #timetraveler #fantasy #wicca #forbiddenknowledge #urbanwalk  #conspiracytheory #wormhole #occultism #london #shakespeare #travel #life #photo #britishmuseum #night #secretlondon #london #nyc #paranormal #amazing #darklinesoflondon"
41,2019-06-05 03.27.05 2059007352004324291_britishmuseum.jpg,"Of course we went straight to the mummies 😂British museum has a huge amount of arts and artefacts taken from other countries, the resulting is a most comprehensive collection in existence of the human history, culture and art..#britishmuseum #museum #controversial #mummy #travel #egypt #mysterious #visitlondon #london #art #queen #beautiful #humanhistory #history #humanity #details #culture #artefacts #display #treasure #ancient"
42,2019-06-12 03.34.25 2064084472647304898_britishmuseum.jpg,T A T E••#tatemodernmuseum #artmuseums #architecturephotography #architecture #bw #bwphotography #ihaveathingforshadows #londonmuseum #blackandwhite #architectures #beautifularchitecture #timetoart #modernart #spaces @tate #britishmuseum #uk
43,2019-06-28 22.33.24 2076254150836130310_britishmuseum.jpg,#London #britishmuseum
44,2019-06-30 19.52.25 2077622678646671838_britishmuseum.jpg,بازوبند طلا هخامنشى با سر قوچمربوط به گنجينه آمودريا محل كشف تاجيكستان قرن چارم پيش از ميلاد محل نگهدارى موزه بريتانيا #britishmuseum#هخامنشيان#پارسيان#گنجينه#موزه#كوروش_بزرگ_هخامنشى#داريوش_بزرگ#گالرى#غاركلماكره#موزه_ميهو#گنجينه_فرمانروايان
45,2019-06-30 20.23.16 2077638210129183461_britishmuseum.jpg,بازوبند طلا با سر قوچ هنر هخامنشىمربوط به گنجينه آمودريا قرن چهارم پيش از ميلادمحل نگهدارى موزه بريتانيا گنجينه جيحون يا آمودريا متشكل از ١٧٠ تكه طلا و نقره ، اشياى باقى مانده از امپراتورى هخامنشى است. مهمترين مجموعه موجود از هنر فلزكارى هخامنشى و نيز ديگرنمادهاى چند فرهنگى اين امپراتورى است. اين گنجينه كه متشكل از دستبند ، بازوبند ، پلاكهاى طلاونقره با نقش برجسته ، ارابه طلايى با چهار اسب و بسيارى اشياء ديگر بين سالهاى 1876تا١٨٨٠ در نيايشگاهى واقع در منطقه تخت قباد در نزديكى رود جيحون(آمودريا نام باستانى آن است )توسط جويندگان گنج كشف شد. در همان سالها يك فرمانده ارتش انگلستان بنام كاپيتان برتون گروهى از بازرگانان را كه در ميانه راه پيشاور توسط راهزنان اسيرشده بودند نجات داد و در پى آن گنجينه نيز هويدا گشت ، كاپيتان برتون بخشى از اين گنجينه را از بازرگانان خريدارى و به موزيم (بريتانيا) انتقال داد. اين گنجينه زمانى كاملتر شد كه سرآگوستوس فرانك مدير موزيم انگليس تكه هايى از آن را از بازارهايى در راولپندى پاكستان و در نقاطى از هند خريدارى و به موزيم انگلستان انتقال داد. طبق گواه كارشناسان هنرى اين مجموعه از با ارزشترين بازمانده هاى هنرى دوران پرشكوه هخامنشيان است. #britishmuseum#گنجينه#هخامنشيان#پارسيان#آمودريا#گنجينه_آمودريا#موزه#تاريخ#تمدن#گالرى#كوروش_بزرگ_هخامنشى#موزه_ميهو#غاركلماكره#گنجينه_فرمانروايان
46,2019-06-30 20.36.36 2077644916158509662_britishmuseum.jpg,ارابه طلايى مربوط به گنجينه جيحون يا آمودريا، از زيباترين و ظريف ترين اشياءاين گنجينه به وزن 75گرمقرن چهارم پيش از ميلاد محل نگهدارى موزيم(بريتانيا)به تازگى دانشمندان براى كشف مدل ساخت اين ارابه با استفاده از اشعه ايكس دريافتند كه اسبها و تنديس ها تو خالى هستند آنها همچنين متوجه شدند كه چرخها با يك سيستم از سيمهاى طلايى كه از ارابه آويزان شده و پشت چرخها پنهان هست به ارابه متصل شده اند. (ورق بزنيد)شرح كامل اين گنجينه در پست قبلى اشاره شده #britishmuseum#گنجينه#گنجينه_آمودريا#هخامنشيان#پارسيان#موزه#تاريخ#تمدن#گالرى#كوروش_بزرگ_هخامنشى#داريوش_بزرگ#غاركلماكره#موزه_ميهو#گنجينه_فرمانروايان
47,2019-06-30 21.04.35 2077659007845638667_britishmuseum.jpg,پلاك طلا مربوط به گنجينه جيحون(آمودريا)قرن چهارم پيش از ميلادمحل كشف تاجيكستانمحل نگهدارى موزيم (بريتانيا)#britishmuseum#گنجينه_آمودريا#هخامنشيان#پارسيان#كوروش_بزرگ_هخامنشى#داريوش_بزرگ#گالرى#موزه#تاريخ#غاركلماكره#موزه_ميهو#گنجينه_فرمانروايان
48,2019-06-30 21.17.33 2077665527639444009_britishmuseum.jpg,"سرديس طلايى به ارتفاع 11,3 سانتى مترمربوط به گنجينه جيحون (آمودريا)قرن چهارم پيش از ميلادمحل كشف تاجيكستانمحل نگهدارى موزيم (بريتانيا)#britishmuseum#گنجينه#گنجينه_آمودريا#هخامنشيان#پارسيان#كوروش_بزرگ_هخامنشى#داريوش_بزرگ#موزه#گالرى#غاركلماكره#موزه_ميهو#گنجينه_فرمانروايان"
49,2019-06-30 21.48.42 2077681209680652336_britishmuseum.jpg,"دستبند يا بازوبند طلايى به شكل شيردال (گريفين)از مجموعه با ارزش جيحون (آمودريا) اين اثر كه عرض آن 11,5و ارتفاع آن 12,8 سانتى متر است يك قطعه مشابه هم دارد كه در موزه ويكتورياآلبرت نگهدارى مى شود. اين دستبند مشابه دستبندهايى است كه به عنوان هديه به تخت جمشيد آورده مى شده و در نگاره هاى تخت جمشيد نيز به تصوير كشيده شده. بخشهاى تو خالى كه در حلقه اين اثر و بالهاى شيردال (گريفين) به چشم مى خورد قبلا با شيشه و سنگهاى گرانبها مزين شده و به مرور زمان كنده شده اند. #britishmuseum#گنجينه#گنجينه_آمودريا#هخامنشيان#پارسيان#كوروش_بزرگ_هخامنشى#داريوش_بزرگ#موزه#گالرى#غاركلماكره#موزه_ميهو#گنجينه_فرمانروايان"
50,2019-07-01 01.19.59 2077787547685419923_britishmuseum.jpg,بازوبند طلا به شكل اُردك مربوط به گنجينه جيحون(آمودريا)قرن چهارم پيش از ميلاد محل نگهدارى موزيوم بريتانيا#britishmuseum#گنجينه#گنجينه_آمودريا#هخامنشيان#پارسيان#كوروش_بزرگ_هخامنشى#داريوش_بزرگ#موزه#گالرى#تاريخ#تمدن#غاركلماكره#گنجينه_فرمانروايان
51,2019-07-06 08.31.39 2081628698496198172_britishmuseum.jpg,Knidos 🤩
52,2019-07-06 17.09.33 2081889358776237389_britishmuseum.jpg,كاسه نقره هخامنشى با نقشهاى طلايى سربازان گارد جاويدان اين ظرف 2300 ساله در همدان كشف و از ايران ربوده و قاچاق شد و مدتها بخشى از كلكسيون شخصى كاپيتان اسپنسر چرچيل بود بريتانيايى بود، امروزه اين اثر كم نظير در موزه بريتانيا نگهدارى مى شود. #britishmuseum#هخامنشيان#موزه#گالرى#كلكسيون#تاريخ#تمدن#ظروف_طلايى#گنجينه_فرمانروايان
53,2019-07-11 23.56.37 2085718126080329036_britishmuseum.jpg,Mola ⛏
54,2019-07-13 05.52.02 2086621789313414768_britishmuseum.jpg,🌿
55,2019-07-20 09.30.29 2091805162389959556_britishmuseum.jpg,臉疼(৹ᵒ̴̶̷᷄﹏ᵒ̴̶̷᷅৹)#britishmuseum
56,2019-07-21 19.17.51 2092825573555227332_britishmuseum.jpg,"Look deep into NATURE, and then u will understand everything better🥰 💐 #nature #colours #love #sky #london #london4all #thisislondon #londonphotos #photographyiphone #arcitecturephotography #museum #britishmuseum #pictureoftheday #uk"
57,2019-07-22 23.11.53 2093668139553135932_britishmuseum.jpg,📸: @ipekdirioz ♥️
58,2019-07-24 03.46.32 2094531150190744885_britishmuseum.jpg,Seviyorum bu hayatı ⛏
59,2019-07-26 17.47.40 2096404057627589886_britishmuseum.jpg,#تاريخ#تمدن#موزه#گالرى#كلكسيون#كهن#روم#روم_باستان#گنجينه_فرمانروايان #britishmuseum
60,2019-07-28 02.21.24 2097387410422729580_britishmuseum.jpg,Salima Hashmi : Oblivion:#como #diamonds #jewelrydesigner #graphicdesigner #fashiondesigner #textiledesign #furnituredesign #diamonds #salimahashmi #vogue #ruby #luxuryjewelry #finejewelry #ink #menwithtattoos #hautejoaillerie #oneofakind #instadaily #history #inked #visualart #hoscos #britishmuseum #fashiondiaries #milano #lifeofadventures #bnulive #alieljewellers #pifd
61,2019-07-28 04.02.37 2097438354999570310_britishmuseum.jpg,"The Queen Elizabeth II Great Court was opened by Queen Elizabeth II in 2000, beautifully constructed with glass and steel, the roof embraces the largest covered square in Europe. The British Museum is a space dedicated to human history, art and culture in which visitors can discover a wide range of antiques from different cultures and civilizations. You can travel back in time to the Ancient Greek and Rome, Asia, Europe, Egypt, Africa and America among many others. ...#London #londoncityworld#ilovelondon#britishmuseum #picoftheday #pictureoftheday #teampixel #traveldestination #travelbloggerlife #travelblogger #travelguide #portraitphotography #portrait #traveller #wanderlust #Londres #england #instagood #instadaily #tbt"
62,2019-07-30 06.12.20 2098953191927807663_britishmuseum.jpg,"🇪🇸La Piedra #Rosetta!🇬🇧The Rossetta Stone!🇬🇧👇👇.🇪🇸 Si, estamos frente a este ícono de la #historia de la #humanidad que se encuentra en el #Britishmuseum..🔹Esta piedra permitió descifrar los #jeroglificos #ejipcios..🔹La piedra fue tallada en el año 196a.c. con un edicto del #faraon Ptolomeo V redactado en 3 lenguajes: Jeroglifico, escritura Demótica y Griego Antiguo..🔹Con el tiempo fue usada como material de construcción cerca de la desembocadura del Nilo en Rashid o Rosetta..🔹Los franceses la encontraron en 1799, pero 2 años después, luego de la victoria Britanica en Alejandría, los Británicos la llevaron a donde está hoy en 1802. ..🔹En 1822 Jean-François Champollion logró descifrar el código de los jeroglificos..🔹Estar parado frente a esta piedra, genera una emoción particular, de esas donde parece que el tiempo se detiene y uno quiere que siga detenido.🔹ENTEADA GRATUITA! ... 🇬🇧Yes, we are facing this icon of the history of humanity found in the British Museum.🔹This stone allowed to decipher the ejiptian hieroglyphs.🔹The stone was carved in the year 196a.c.  with an edict of Pharaoh Ptolemy V written in 3 languages: Hieroglyph, Demotic and Ancient Greek writing.🔹 Over time it was used as building material near the mouth of the Nile in Rashid or Rosetta.🔹The French found her in 1799, but 2 years later, after the British victory in Alexandria, the British took her to where she is today in 1802.🔹In 1822 Jean-François Champollion managed to crack the code of the hieroglyphs.🔹 Being standing in front of this stone, generates a particular emotion, of those where it seems that time stands still and one wants it to remain stopped.🔹FREE ENTRANCE! #viajes #viajeros #fotografia #viajerosporelmundo #blogger #londres #london #museos #museums #cultura #culture #culturas #uk #travel #travelers #travellife #wonderfulcities #seetheworld #travelshots  #holidays #vacaciones #viajoxmicuenta #viajopormicuenta"
63,2019-07-31 16.44.22 2099996073917729362_britishmuseum.jpg,ماهى طلايى اين اثر زيبا كه بطرز هنرمندانه اى ساخته شده مربوط به گنجينه جيحون (آمودريا) مى باشد. اين ماهى ظرف نوشيدنى مايعات بوده و حكم پارچ امروزى را داشته هنر هخامنشى قدمت 2500 سال محل نگهدارى بريتانيا #britishmuseum#پارسيان#هخامنشيان#گنجينه#تاريخ#تمدن#كهن#موزه#گالرى#كلكسيون#ريتون#جيحون#آمودريا#گنجينه_فرمانروايان
64,2019-08-05 19.13.53 2103695211933763723_britishmuseum.jpg,"In 1568 Dr John Dee published ""Propaedeumata Aphoristic"", in which he stated that every object in the universe exerts a force on all others.A simple statement with such far reaching implications that he himself couldn't have even imagined......2 #blackheath #isleofdogs #secretsociety #sacredgeometry #canarywharf #secretlondon  #comics #sciencefiction #scifi #timetraveler #fantasy #wicca #forbiddenknowledge #urbanwalk  #conspiracytheory #wormhole #occultism #london #shakespeare #travel #life #photo #britishmuseum #night #secretlondon #london #nyc #paranormal #amazing #darklinesoflondon"
65,2019-08-06 02.23.00 2103911192201115071_britishmuseum.jpg,⛪️
66,2019-08-07 20.12.34 2105174302815967128_britishmuseum.jpg,Lavinia...#londra #londinium #londres #london #britishmuseum
67,2019-08-12 23.34.54 2108900013108090870_britishmuseum.jpg,🇲🇰
68,2019-08-15 08.15.04 2110611379542934593_britishmuseum.jpg,📍 London British Museum.🇬🇧 London  UK......#imamusaller #traveleurope  #london  #londoner  #museum  #indian  #britishmuseum  #architecturephotography #british  #uk  #england  #instamoment  #picoftheday  #photography #londonmuseum #sculpture  #sculpture_art #art  #artist  #europe #india #culture #holiday
69,2019-08-17 03.57.40 2111931378593877170_britishmuseum.jpg,گنجينه جيحون (آمودريا)ويترين گنجينه جيحون شامل 170 قطعه طلايى در موزه بريتانيا ، بسيارى از آثار مربوط به اين گنجينه در پُستهاى قبلى مرور شد. سده چهارم پيش از ميلاد محل نگهدارى موزه ويكتوريا آلبرت _بريتيش موزيوم#britishmuseum#گنجينه#آمودريا#جيحون#گنجينه_آمودريا#موزه#هخامنشيان#پارسيان#تاجيكستان#بريتانيا#كهن#تاريخ#تمدن#گنجينه_فرمانروايان
70,2019-08-17 17.29.37 2112340045328219401_britishmuseum.jpg,旅の宝物です😍✨🇬🇧#britishmuseum #ポーの一族 #大英博物館マンガ展
71,2019-08-19 11.58.36 2113622985621371530_britishmuseum.jpg,📍 London British Museum.🇬🇧 London  UK......#imamusaller #traveleurope  #london  #londoner  #museum  #indian  #britishmuseum  #architecturephotography #british  #uk  #england  #instamoment  #picoftheday  #photography #londonmuseum #sculpture  #sculpture_art #art  #artist  #europe #india #culture #holiday #europe_gallery
72,2019-08-20 01.04.00 2114018290183762680_britishmuseum.jpg,يكى از باشكوهترين آثارهخامنشى عصاى منسوب به داريوش بزرگ اين عصاى افسانه اى از معروفترين اشياء گنجينه جيحون(آمودريا)و اشياء ايران باستان است. سده پنجم يا چهارم پيش از ميلاد ساخته شده از طلا و سنگ لاجورد كشف شده در تخت قباد تاجيكستان محل نگهدارى موزه ويكتوريا ، آلبرت لندن #Britishmuseum اين اثر فاخر و غرورانگيز در بين 170 اثر ديگر گنجينه جيحون بود كه توسط كاپيتان برتون جمع آورى و به لندن فرستاده شد ، كه شرح كامل آن در پستهاى قبلى ارائه گرديد. #هخامنشيان#پارسيان#عصا#داريوش_بزرگ#موزه#تاريخ#تمدن#كهن#گنجينه#گنجينه_جيحون#گنجينه_آمودريا#گنجينه_فرمانروايان
73,2019-08-20 03.49.21 2114101513176572504_britishmuseum.jpg,"I had a lovely visitor this morning to see this stunning, embroidered sari. It was donated to @britishmuseum by Mayura Brown who was associated with the founding of the Britain-Nepal Society.Thank you @stephanielisabet for setting out the sari so beautifully!......#peacock #peacocks #sari #mayura #mayuri #silk #blue #bluesilksaree #saree #bluesilk #bluesilksari #embroidery #embroidered #embroideryart #museum #britishmuseum #nepal #museums #collection #collections #textile #textiles #textileart #sarinotsorry #saris #sarees #sareelovers  #sareeinspiration #sareenepal #sareesnepal"
74,2019-08-20 06.03.36 2114169082893854830_britishmuseum.jpg,Walking on water...#peacock #peacocks #sari #mayura #mayuri #silk #blue #bluesilksaree #saree #bluesilk #bluesilksari #embroidery #embroidered #embroideryart #museum #britishmuseum #nepal #museums #collection #collections #textile #textiles #textileart #sarinotsorry #saris #sarees #sareelovers  #sareeinspiration #sareenepal #sareesnepal
75,2019-08-20 23.23.06 2114692279781267126_britishmuseum.jpg,"Chilman: Shehnaz Ismaili: South sea pearls, pear shaped emerald, set in hand woven 18k gold. #como #diamonds #jewelrydesigner #graphicdesigner #fashiondesigner #textiledesign #furnituredesign #pearls #salimahashmi #vogue #colombianemeralds #luxuryjewelry #finejewelry #diamondsandpearls #hautejoaillerie #oneofakind #instadaily #history #hoscos #garlandmag #visualart #hoscos #britishmuseum #fashiondiaries #milano #lifeofadventures #bnulive #alieljewellers #pifd"
