2018-04-22 06.26.33 1762664407848360130_leeum.jpg;#美術館#leeum#サムスン美術館 #三星美術館#梨泰院 #이태원#ソウル#서울#seoul#韓国#한국#korea#canonpowershot
2018-04-22 09.19.17 1762751343447225244_leeum.jpg;##Leeum
2018-04-22 09.42.47 1762763176828891094_leeum.jpg;LeeumSamsung Museum of Art Hannam-dong by the Hangang River. Photo courtesy of Leeum Museum.Korea has more private art museums than any other country, according to the extensive research compiled by Larry’s List.Leeum was founded by Lee Byeong-Cheol (deceased), a former president of Samsung, whose name is incorporated in the name of the museum complex. In addition to the impressive collections, the compound is famous for commissioning renown architects from three different countries to create the signature buildings. #leeum  #leeummuseum #museo #privatemuseum #korea #Seoul #privatemuseums #koreanart #modernart #contemporaryart #hangang #namsan #koolhaas #botti #jeannovel #glassandsteel #buddhistart #ceramics #samsung #samsungmuseumofart
2018-04-22 09.59.34 1762771620969381333_leeum.jpg;LeeumMuseum One of the Leeum compoundSeoul, Korea(See PAMW companion posts on IG for this project). Swiss architect Mario Botta designed the hexahedron and a reverse cone to feature the traditional Korean art collection in a retrospective survey of Korea’s ceramics, metal work, Buddhist art, jewelry and more. Photo courtesy of The Leeum Museum.#privatemuseums #seoul #art #korea #museums #mariobotta #architecture #collection #koreanart #buddhistart #ceramics #paintings #metalwork #samsung #leeum #leeummuseum
2018-04-22 14.27.31 1762902577568497238_leeum.jpg;韓国で昼間やることなかったらサムスン美術館がおすすめ！写真撮れたり撮れなかったり！#韓国 #ソウル #korea #サムスン美術館 #samsungmuseum #leeum #謎の装置で未来から来た感
2018-04-22 14.27.31 1762902578172410258_leeum.jpg;韓国で昼間やることなかったらサムスン美術館がおすすめ！写真撮れたり撮れなかったり！#韓国 #ソウル #korea #サムスン美術館 #samsungmuseum #leeum #謎の装置で未来から来た感
2018-04-22 14.27.31 1762902583801021349_leeum.jpg;韓国で昼間やることなかったらサムスン美術館がおすすめ！写真撮れたり撮れなかったり！#韓国 #ソウル #korea #サムスン美術館 #samsungmuseum #leeum #謎の装置で未来から来た感
2018-04-22 14.27.31 1762902589513791003_leeum.jpg;韓国で昼間やることなかったらサムスン美術館がおすすめ！写真撮れたり撮れなかったり！#韓国 #ソウル #korea #サムスン美術館 #samsungmuseum #leeum #謎の装置で未来から来た感
2018-04-22 14.27.31 1762906482925717844_leeum.jpg;韓国で昼間やることなかったらサムスン美術館がおすすめ！写真撮れたり撮れなかったり！#韓国 #ソウル #korea #サムスン美術館 #samsungmuseum #leeum #謎の装置で未来から来た感
2018-04-22 15.09.49 1762927780418432247_leeum.jpg;Louise Bourgeois @ #leeum
2018-04-22 16.24.15 1762965239597731488_leeum.jpg;三星美術館 Leeum🙂#三星美術館 #leeum #museum #neon #neonsign #art #美術館 #travel #travelgram #韓国 #korea
2018-04-22 16.49.59 1762978194099803899_leeum.jpg;신문지 잘라서 만들었던 리움의 로툰다지금도 저런 하나하나 조각으로 전체를 만들어나가는 방식들에 재미를 느끼는 것 같다...#architecture #design #leeum #museum #mariobotta #paperart #건축 #디자인 #리움 #박물관 #마리오보타 #종이아트 #로툰다
2018-04-22 19.51.19 1763069462189050032_leeum.jpg;Stairs of gravity #리움미술관..#daily #dailygram #dailylife #dailypic #leeum #circle #mirror #decalcomanie #dailylook #ootd #fff #f4f
2018-04-22 19.57.38 1763072641463125126_leeum.jpg;오느른 #리움미술관 #🎨 비가 너무 많이와서 이태원에 오래 못있었다ㅠㅅㅠ..#데일리 #데일리그램 #daily #dailygram #전시 #전시스타그램 #exhibition #리움미술관 #leeum #일상 #일상스타그램 #소통 #선팔 #맞팔 #f4f
2018-04-22 20.11.32 1763079632619438265_leeum.jpg;#pstagram 👍🏻 leeum museum sculpture ~ งานอะคาเดมีแฟนเทเชียก็มา 😆 #leeum#leeummuseum#samsungartmuseum#sculpture#artwork#seouladdicts#seoulmustvisit#seoulartmuseum#bluesky#itaewon#seoul#southkoreatrave#springtrip2018#artaholic#sculpturelovers
2018-04-22 21.57.11 1763132808534393975_leeum.jpg;When you mix stairs with art 💡#art #museum #light #yellow #leeum #seoul #seoullovers
2018-04-22 21.58.06 1763133274756145984_leeum.jpg;The top #leeum #seoul
2018-04-22 22.03.08 1763135803997075657_leeum.jpg;Alchemy #art #stairscase #leeum #museum #modernart #seoul #korea
2018-04-22 23.11.42 1763170317164268008_leeum.jpg;#koheinawa#leeum#leeummuseum#deer#pixcel
2018-04-22 23.41.10 1763185143901724417_leeum.jpg;Wanderlusting together. #leeum #leeummuseum #seoul #asia #korea #southkorea #marriage #couple #mrosovskytravels #husbandandwife #worldtravel #wanderlust #spring #whiteflowers
2018-04-23 00.42.29 1763215492711122149_leeum.jpg;#리움미술관 #👍🏻오빠가 순록 등에 종기났ㄷHㅠㅅㅠ..#데일리 #데일리그램 #daily #dailygram #전시 #전시스타그램 #exhibition #리움미술관 #leeum #일상 #일상스타그램 #소통 #선팔 #맞팔 #f4f
2018-04-23 00.42.29 1763215494304998480_leeum.jpg;#리움미술관 #👍🏻오빠가 순록 등에 종기났ㄷHㅠㅅㅠ..#데일리 #데일리그램 #daily #dailygram #전시 #전시스타그램 #exhibition #리움미술관 #leeum #일상 #일상스타그램 #소통 #선팔 #맞팔 #f4f
2018-04-23 00.42.29 1763215494363602557_leeum.jpg;#리움미술관 #👍🏻오빠가 순록 등에 종기났ㄷHㅠㅅㅠ..#데일리 #데일리그램 #daily #dailygram #전시 #전시스타그램 #exhibition #리움미술관 #leeum #일상 #일상스타그램 #소통 #선팔 #맞팔 #f4f
2018-04-23 00.42.29 1763215494657282578_leeum.jpg;#리움미술관 #👍🏻오빠가 순록 등에 종기났ㄷHㅠㅅㅠ..#데일리 #데일리그램 #daily #dailygram #전시 #전시스타그램 #exhibition #리움미술관 #leeum #일상 #일상스타그램 #소통 #선팔 #맞팔 #f4f
2018-04-23 00.42.29 1763216012672335900_leeum.jpg;#리움미술관 #👍🏻오빠가 순록 등에 종기났ㄷHㅠㅅㅠ..#데일리 #데일리그램 #daily #dailygram #전시 #전시스타그램 #exhibition #리움미술관 #leeum #일상 #일상스타그램 #소통 #선팔 #맞팔 #f4f
2018-04-23 00.51.46 1763219775332091546_leeum.jpg;South Korea Day 2. #Seoul #SouthKorea #Leeum #Museum #Samsung #Art
2018-04-23 00.51.46 1763219791463342848_leeum.jpg;South Korea Day 2. #Seoul #SouthKorea #Leeum #Museum #Samsung #Art
2018-04-23 00.51.46 1763219802343582035_leeum.jpg;South Korea Day 2. #Seoul #SouthKorea #Leeum #Museum #Samsung #Art
2018-04-23 00.51.46 1763220679959690344_leeum.jpg;South Korea Day 2. #Seoul #SouthKorea #Leeum #Museum #Samsung #Art
2018-04-23 00.55.56 1763222780550903355_leeum.jpg;WE STAN SAVAGE LIAM👊.@harrystyles @niallhoran @zayn @liampayne @louist91 @onedirection #twitter #tweet #reply #savage #savageliam #savagetweet #savagereply #metroentertainment #liampayne #payno #leeum #liamjamespayne #james #payne
2018-04-23 02.03.46 1763256921009643436_leeum.jpg;#韓国#韓国旅行#韓国生活#korea#l4l#韓国好きな人と繋がりたい#韓国コスメ#韓国カフェ#おしゃれさんと繋がりたい#instagood#leeum#미술#미술관#아트#美術館#museum#서울
2018-04-23 09.38.33 1763485821300623136_leeum.jpg;夢を覚えてるなんて久しぶりなんだけど。悲しくて少し辛い夢を見てさ、でもどうやらその夢は自分が変わりたいって思っているらしいのだ。まぁ私も変わらなきゃと思っていたし、そのタイミングなんだろう！！変わるね！って言った方が変われそうだから言っとくね。夢は全然グッドナイトベイビーズじゃなかった。#ちなみに #掛け布団は #全てベッドの下に #投げ捨ててました #寒かった #夢 #写真は #梨泰院 #seoul #artmuseum #leeum
2018-04-23 12.22.55 1763568551236520766_leeum.jpg;#leeum #leeummuseum
2018-04-23 13.12.33 1763593527144436551_leeum.jpg;#ArchitectureNo pains, no gains. 上り坂があるなら、下り坂もあるよね。
2018-04-23 14.43.55 1763639514699620441_leeum.jpg;Kohei Nawa - PixCell-Double Deer 6 (2012)#koheinawa #pixcell #artdeer #leeum #seoul #roadtotheocean #southkorea #art #modernart #instadeer #deer #trip #travel #korea #instatravel #travelling #traveling #blackandwhitephotography#bw#артолень #современноеискусство #сеул #южнаякорея #корея #путешествие #путешествия #олень
2018-04-23 15.58.02 1763676822924447105_leeum.jpg;Man in the mirror: Leeum museum Weekend date.파란하늘 리움에서 주말 데이트. #leeum #artmuseum #selfieporn #artsyfartsy #fashiongram #fashionblogger #seoultrip #koreatrip #marni #gucci #travelphotography #luxurylifestyle #travelersnotebook #travelblogger #lfl #fff #l4l #f4f #셀피그램 #셀스타그램 #패션스타그램 #마르니 #구찌라이톤 #리움 #데이트그램 #서울여행 #럽스타그램 #셀스타그램 #좋아요반사 #선팔하면맞팔 #맞팔
2018-04-23 16.55.47 1763705885517337937_leeum.jpg;Check this museum out if you are in Seoul, museum itself and the surroundings are so photogenic,lots of cool cafes around 😍 #seoul #southkorea #leeum #leeummuseum #seoulinsta #thediscoverer #idiscoveto #nowdiscovering #architecture #stairs #architecturehunter
2018-04-23 17.53.34 1763732473941242654_leeum.jpg;Blonde bride#전주웨딩 #결혼준비 #웨딩촬영 #전주리움 #리움웨딩 #신부 #드레스 #결혼 #사진 #wedding #dress #veil #bride #blonde #leeum
2018-04-23 17.53.34 1763734968913168198_leeum.jpg;Blonde bride#전주웨딩 #결혼준비 #웨딩촬영 #전주리움 #리움웨딩 #신부 #드레스 #결혼 #사진 #wedding #dress #veil #bride #blonde #leeum
2018-04-23 18.02.08 1763736544227939639_leeum.jpg;4월의 야외촬영#전주웨딩 #전주여행 #꽃 #신부 #신랑 #웨딩 #결혼준비 #전주리움 #4월 #봄 #야외촬영 #웨딩촬영 #결혼 #wedding #photography #april #spring #flowers #marriage #bride #snap #leeum
2018-04-23 18.02.08 1763739285246404380_leeum.jpg;4월의 야외촬영#전주웨딩 #전주여행 #꽃 #신부 #신랑 #웨딩 #결혼준비 #전주리움 #4월 #봄 #야외촬영 #웨딩촬영 #결혼 #wedding #photography #april #spring #flowers #marriage #bride #snap #leeum
2018-04-23 20.59.23 1763828009155948338_leeum.jpg;Museo Leeum de Samsung en Seúl #leeum #museum #samsung #seoul #korea #asia #corea #박물관 #리음 #삼성 #서울
2018-04-23 20.59.23 1763828497631028087_leeum.jpg;Museo Leeum de Samsung en Seúl #leeum #museum #samsung #seoul #korea #asia #corea #박물관 #리음 #삼성 #서울
2018-04-23 21.46.09 1763852035169264930_leeum.jpg;ZIAM💥hlaksnjxhbslq.@harrystyles@niallhoran @liampayne @louist91 @onedirection#management #same #samemanagement #ziam #ziamlives #ziamforever #lovely #beautiful #wme #zaynmalik #liampayne #ziammayne #malik #payne #zen #payno #leeum #zaynjavaddmalik #liamjamespayne #javadd #james
2018-04-23 22.13.31 1763865804933455653_leeum.jpg;Museum 2Leeum , Samsung Museum of ArtDesigned by French architect Jean Nouvel working with Mark Quinlan to create rusted stainless steel thus inventing the black patina of the exhibition spaces as geometric “boxes”. Along with the focus on spatial harmony with the ground and trees this building stands strong with Museum 1 designed by Botta and the Koolhaas  third building in the museum complex. Museum 2 showcases modern and contemporary works by Korean and international blue-chip artists.#privatemuseums #leeum #koolhaas #museum #museo #samsung #remkoolhaas #gallery #contemporaryart #donaldjudd #damienhirst #warhol #rothko #stainlesssteel #architecture #korea #seoul #koreanart #modernart Photo courtesy of Leeum, Samsung Museum of Art
2018-04-23 22.27.42 1763872945861822661_leeum.jpg;Leeum MuseumSamsung Museum of ArtSeoul, KoreaRem Koolhaas completes the triumvirate of internationally renown  architects chosen for the Leeum museum complex. His design of the Samsung Child Education and Culture Center incorporates steel and glass with an interior “black box” exhibition areas for light control and dynamic display focus.Photo courtesy of Leeum, Samsung Museum of Art. #privatemuseums #seoul, #museum #leeum #leeummuseum #children #contemporaryart #art #remkoolhaas #botta #nouvel #cultural #Samsung #korea
2018-04-24 00.12.28 1763925673455519117_leeum.jpg;#leeum #리움미술관 #전시 #미니멀리즘 #미니멀라이프 #주택리모델링 #거실인테리어#주방인테리어  #아파트인테리어 #아파트리모델링 #인테리어스타그램 #인테리어 #인테리어소품 #인테리어가구 #인테리어데코 #주택인테리어 #minimalism#interiorstyling #세덱  #라꼬르뉴#키친바흐 #카르텔 #비트라#모벨랩#구비체어 #판텔라 #루이스폴센 #interior #interiordesign
2018-04-24 07.58.13 1764160100680954782_leeum.jpg;#leeum #seoul #roadtotheocean #southkorea #art #nadia #trip #travel #korea #instatravel #travelling #traveling #blackandwhitephotography #bw#музей #сеул #южнаякорея #корея #путешествие #путешествия
2018-04-24 10.20.07 1764225604176856294_leeum.jpg;서울구경~~~~ ..#vsco #vscocam #iphonephotography #iphonex #leeum #museum #서울구경 #이태원 #리움미술관
2018-04-24 10.20.07 1764225604395050443_leeum.jpg;서울구경~~~~ ..#vsco #vscocam #iphonephotography #iphonex #leeum #museum #서울구경 #이태원 #리움미술관
2018-04-24 10.20.07 1764225605208763236_leeum.jpg;서울구경~~~~ ..#vsco #vscocam #iphonephotography #iphonex #leeum #museum #서울구경 #이태원 #리움미술관
2018-04-24 10.20.07 1764225605527549778_leeum.jpg;서울구경~~~~ ..#vsco #vscocam #iphonephotography #iphonex #leeum #museum #서울구경 #이태원 #리움미술관
2018-04-24 10.20.07 1764231518546487303_leeum.jpg;서울구경~~~~ ..#vsco #vscocam #iphonephotography #iphonex #leeum #museum #서울구경 #이태원 #리움미술관
2018-04-24 18.41.19 1764483781757369856_leeum.jpg;그때와 오늘♥️ #리움 #leeum 그리고 오랜만에 #vsco
2018-04-24 19.23.33 1764505038060947458_leeum.jpg;🍋 #seoul #leeum
2018-04-24 23.22.23 1764622299813501623_leeum.jpg;サムソン美術館には90分の無料ガイドツアーあり。オール韓国語なれど質問をやりとりし、絵を見て何を感じるか、見学者に考えさせる飽きさせない内容。予定をオーバーして120分になるのも韓国らしい。で解説の最後が「私は美術専攻でもここの職員でもなく、ボランティアです。がっかりされましたか？」の笑顔。ボランティアのレベルの高さに舌を巻いた。#リウム#leeum#samsungmuseum#韓国一人旅#한국여행
2018-04-24 23.22.23 1764622302430632759_leeum.jpg;サムソン美術館には90分の無料ガイドツアーあり。オール韓国語なれど質問をやりとりし、絵を見て何を感じるか、見学者に考えさせる飽きさせない内容。予定をオーバーして120分になるのも韓国らしい。で解説の最後が「私は美術専攻でもここの職員でもなく、ボランティアです。がっかりされましたか？」の笑顔。ボランティアのレベルの高さに舌を巻いた。#リウム#leeum#samsungmuseum#韓国一人旅#한국여행
2018-04-24 23.22.23 1764625245464893322_leeum.jpg;サムソン美術館には90分の無料ガイドツアーあり。オール韓国語なれど質問をやりとりし、絵を見て何を感じるか、見学者に考えさせる飽きさせない内容。予定をオーバーして120分になるのも韓国らしい。で解説の最後が「私は美術専攻でもここの職員でもなく、ボランティアです。がっかりされましたか？」の笑顔。ボランティアのレベルの高さに舌を巻いた。#リウム#leeum#samsungmuseum#韓国一人旅#한국여행
2018-04-25 00.11.54 1764650165427102138_leeum.jpg;WHO IS HE TALKING ABOUT??.@harrystyles @niallhoran @zayn @liampayne @onedirection#liampayne #liam #liamjamespayne #james #payne #payno #leeum #zaynmalik #zaynjavaddmalik #zayn #malik #javadd #ziam #ziamforever #updates #twitter #tweet #reply #retweet #friends #buddies #ziamreunion
2018-04-25 02.19.15 1764714268836372670_leeum.jpg;#Seoul #Leeum #Samsung #museumofart #리움 #서울 #삼성
2018-04-25 03.03.09 1764736362868824952_leeum.jpg;"Мы провели в Сеуле 7 дней, но даже этого не хватило, чтобы увидеть все интересные места. С удовольствием делимся маршрутом (и ждем ❤️, конечно!). Подробная информация о дворцах указана в посте ""Королевская жизнь"", который можно найти по хэштегу #triptune_southkorea ⠀1️⃣ Прилет в Сеул, посещение парков Yeouido и Yeouido Hangang, где во вторую неделю апреля проходит фестиваль цветения сакуры⠀2️⃣ День погружения в корейскую культуру и историю. Дворец Gyeongbokgung. В деревне Bukchon Hanok можно увидеть, как выглядели дома много лет назад. Улица Insa-dong с традиционными лавками, где продаются различные товары: от книг до ювелирных изделий⠀3️⃣ Дворец Changdeokgung и Запретный сад. Прогулка по крупнейшему району для шоппинга Myeong-dong с мигающими вывесками, уличной едой и бесчисленными магазинами. Прогулка вдоль ручья Cheonggyecheon⠀4️⃣ Студенческий район Sinchon с университетами Ehwa Womans и Yonsei. Парк Gyeongui Line Forest - бывшая железная дорога, переделанная в общественное пространство. Хипстерский район Hongdae с многочисленными дизайнерскими магазинами и работающим по субботам блошиным рынком. Большой эко-парк на острове Seonyudo (а в прошлом промзона и завод по очистке воды)⠀5️⃣ Дворец Deoksugung. Посещение старого и нового зданий администрации города City Hall, а далее - интернациональных районов города - Itaewon и Yongsan, где расположены Музей современного искусства Leeum и Национальный музей Кореи⠀6️⃣ Общественное пространство Seullo 7017 - бывшая автострада, с которой теперь можно любоваться небоскребами. Парк Namsan и телебашня Сеула - возможность увидеть город с высоты птичьего полета. Прогулка по городской стене Seoul City Wall. Район Dongdaemun, известный зданием Dongdaemun Design Plaza, спроектированным архитектурным бюро Захи Хадид и похожим на космический корабль⠀7️⃣ Район Ihwa Mural Village, известный стрит-артом. Парк Naksan с завораживающими видами города и городской стеной. Район Gangnam с бесчисленными высотками, широкими тротуарами и руками в Gangnam Style.⠀🔥 Было бы вам интересно посетить Сеул?"
2018-04-25 09.34.35 1764933327519062094_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933332250323738_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933339389082628_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933343147031191_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933343826549395_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933347727296357_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933351233814287_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933352726752484_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933360771544854_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 09.34.35 1764933377802005260_leeum.jpg;#parentsitting #부모님서울방문 #스튜디오블랙 #studioblack #leeum #리움 #미미면가🍜
2018-04-25 11.41.04 1764996459176710325_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.41.04 1764996464713189647_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.41.04 1764996465912857359_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.41.04 1764996467615724617_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.41.04 1764996478621571083_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.41.04 1764997039374395993_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.54.35 1765003781458482444_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.54.35 1765003842023662474_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.55.57 1765004458981213903_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 11.55.57 1765004527297529284_leeum.jpg;#leeum #artmuseum #museum #itaewon #seoul #southkorea
2018-04-25 19.07.36 1765219706108602115_leeum.jpg;Это #почти фантастическое место -#leeum #samsung #museum #of #art  и находится он в Сеуле.#подробнее об этом месте  смотри в наших группах #фейсбук  и #вконтакте #aakcast #travelkorea #travel #museum #place #good #Southkorea #southkorea #secretkorea #friends #happiness #шагнивкорею #корея2018 #корея🇰🇷 #корея #Южнаякорея #музеи #интересный #сеул #секрет #нашивкорее #русскиевкорее
2018-04-25 19.07.36 1765219715940002353_leeum.jpg;Это #почти фантастическое место -#leeum #samsung #museum #of #art  и находится он в Сеуле.#подробнее об этом месте  смотри в наших группах #фейсбук  и #вконтакте #aakcast #travelkorea #travel #museum #place #good #Southkorea #southkorea #secretkorea #friends #happiness #шагнивкорею #корея2018 #корея🇰🇷 #корея #Южнаякорея #музеи #интересный #сеул #секрет #нашивкорее #русскиевкорее
2018-04-25 19.07.36 1765221781591200761_leeum.jpg;Это #почти фантастическое место -#leeum #samsung #museum #of #art  и находится он в Сеуле.#подробнее об этом месте  смотри в наших группах #фейсбук  и #вконтакте #aakcast #travelkorea #travel #museum #place #good #Southkorea #southkorea #secretkorea #friends #happiness #шагнивкорею #корея2018 #корея🇰🇷 #корея #Южнаякорея #музеи #интересный #сеул #секрет #нашивкорее #русскиевкорее
2018-04-25 20.08.45 1765252565493884065_leeum.jpg;Rich kids😌.@harrystyles @niallhoran @zayn @liampayne @louist91 @onedirection #harryedwardstyles #harrystyles #harry #edward #styles #liamjamespayne #liampayne #liam #payne #payno #leeum #harold #richkidsofinstagram #richkids #richkid #coffee #floating #purpose #wierdo
